task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
755	4a/7c1c08	80032	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (32701R4D4)	COMPLETED	0	2023-04-24 03:51:08.036	8m 20s	12s	96.5%	41.1 MB	67.5 MB	647.9 MB	43.9 MB
784	11/337d2e	80033	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (3270R1D4)	COMPLETED	0	2023-04-24 03:51:18.127	9m 20s	1m 8s	117.4%	728 MB	989.1 MB	1.9 GB	21.3 MB
853	0d/0f6e0b	80034	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT701R4D4)	COMPLETED	0	2023-04-24 03:52:33.068	8m 10s	2s	84.0%	7.6 MB	18.5 MB	163.6 MB	163.5 MB
881	7d/d69edd	80027	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WTG0R1D4)	COMPLETED	0	2023-04-24 03:48:53.110	12m 55s	3m 33s	106.0%	6.6 GB	8.2 GB	2.2 GB	124.4 KB
861	21/631577	80035	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT70R4D4)	COMPLETED	0	2023-04-24 03:52:43.072	9m 10s	1m 8s	119.4%	169.4 MB	1.7 GB	1.5 GB	16.4 KB
891	61/88a671	80037	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (3270R4D4)	COMPLETED	0	2023-04-24 03:56:18.084	5m 35s	2s	97.0%	7.6 MB	18.5 MB	177 MB	176.9 MB
890	b0/4284cd	80038	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (3270R4D4)	COMPLETED	0	2023-04-24 03:56:18.121	5m 40s	2s	96.8%	7.6 MB	18.5 MB	176.8 MB	176.8 MB
887	e3/f99a3e	80036	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WT7005R4D4)	COMPLETED	0	2023-04-24 03:52:48.055	9m 15s	11s	99.1%	43.9 MB	70.2 MB	634.4 MB	43.2 MB
892	0a/b13bad	80039	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT70R3D3)	COMPLETED	0	2023-04-24 03:56:28.057	5m 45s	16s	99.3%	53.4 MB	79.8 MB	904.7 MB	60.5 MB
846	59/fd7115	80014	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WTG0R3D4)	COMPLETED	0	2023-04-24 03:42:43.112	19m 35s	9m 29s	200.7%	23.7 GB	46.1 GB	4.3 GB	2.3 GB
893	cd/1a5906	80040	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (WT70R4D4)	COMPLETED	0	2023-04-24 03:58:08.153	4m 10s	8s	99.2%	23 MB	49.4 MB	527.4 MB	29.6 MB
894	64/7fdb48	80041	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (WTG0R3D3)	COMPLETED	0	2023-04-24 03:58:13.066	4m 15s	13s	99.4%	38.5 MB	64.9 MB	769.5 MB	52.2 MB
895	9c/3b5ad1	80042	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (32701R3D4)	COMPLETED	0	2023-04-24 03:58:38.059	3m 55s	13s	99.4%	37.8 MB	64.2 MB	754.4 MB	49.7 MB
922	e4/e16147	80045	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT70R1D4)	COMPLETED	0	2023-04-24 03:58:58.153	3m 35s	0ms	31.0%	4.7 MB	11.7 MB	735.2 KB	9.4 KB
1003	1d/7ffdc6	80046	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WTG0R1D4)	COMPLETED	0	2023-04-24 03:58:58.185	3m 35s	0ms	15.4%	4.7 MB	11.7 MB	634.6 KB	9.4 KB
997	0e/b79f61	80043	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WTG0R1D4)	COMPLETED	0	2023-04-24 03:58:58.084	3m 40s	18s	138.0%	6.9 MB	220.9 MB	2 GB	5.5 KB
976	e4/00b9d8	80044	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (3270R4D3)	COMPLETED	0	2023-04-24 03:58:58.120	3m 40s	8s	138.7%	6.9 MB	220.9 MB	945.9 MB	5.5 KB
977	29/86066f	80047	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (32701R3D4)	COMPLETED	0	2023-04-24 03:58:58.235	3m 40s	1s	24.7%	4.7 MB	11.7 MB	671.2 KB	9.3 KB
911	99/5845e9	80048	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (32701R4D4)	COMPLETED	0	2023-04-24 03:58:58.268	3m 55s	14s	134.3%	6.9 MB	220.9 MB	1.5 GB	5.5 KB
928	7d/d49e32	80049	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT70R4D4)	COMPLETED	0	2023-04-24 03:58:58.301	3m 55s	13s	135.5%	6.9 MB	220.9 MB	1.3 GB	5.5 KB
912	df/47478c	80052	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT70R4D4)	COMPLETED	0	2023-04-24 03:58:58.886	3m 54s	0ms	19.6%	4.7 MB	11.7 MB	942 KB	9.4 KB
935	a2/23e3f4	80051	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT7005R4D3)	COMPLETED	0	2023-04-24 03:58:58.671	3m 59s	4s	134.3%	6.8 MB	220.9 MB	446.3 MB	5.5 KB
952	d6/0b76aa	80050	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WTG0R1D3)	COMPLETED	0	2023-04-24 03:58:58.489	4m 5s	23s	136.3%	6.9 MB	220.9 MB	2.4 GB	5.5 KB
981	90/0d366d	80055	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (3270R3D3)	COMPLETED	0	2023-04-24 03:59:28.083	3m 35s	0ms	27.1%	4.7 MB	11.7 MB	585.5 KB	9.4 KB
932	78/2a9f8f	80053	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT70R1D3)	COMPLETED	0	2023-04-24 03:59:03.084	4m 10s	21s	137.5%	6.9 MB	220.9 MB	2.2 GB	5.5 KB
916	22/fdc9a6	80056	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (32G0R4D3)	COMPLETED	0	2023-04-24 04:00:38.161	2m 45s	17s	135.4%	6.9 MB	220.9 MB	1.8 GB	5.5 KB
938	f5/c96c2e	80054	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (3270R1D3)	COMPLETED	0	2023-04-24 03:59:13.097	5m 15s	1m 31s	121.2%	7.8 MB	222.4 MB	1.9 GB	170.6 KB
939	39/69df3e	80057	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT701R1D4)	COMPLETED	0	2023-04-24 04:00:43.096	4m 5s	1m 34s	121.6%	7.8 MB	222.2 MB	2 GB	144.5 KB
968	64/62f7c4	80059	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (32701R3D4)	COMPLETED	0	2023-04-24 04:01:53.073	2m 55s	18s	138.1%	6.9 MB	220.9 MB	2 GB	5.5 KB
950	09/bad0a4	80060	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WTG0R1D3)	COMPLETED	0	2023-04-24 04:01:53.275	2m 55s	0ms	26.5%	4.7 MB	11.7 MB	661 KB	9.4 KB
896	2e/31cf82	80062	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT70R3D3)	COMPLETED	0	2023-04-24 04:02:03.444	2m 50s	0ms	43.6%	4.7 MB	11.7 MB	829.8 KB	9.4 KB
973	e2/7580da	80058	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (32G0R3D4)	COMPLETED	0	2023-04-24 04:01:48.086	3m 20s	1m 44s	121.4%	7.8 MB	222.4 MB	2.2 GB	126.5 KB
919	12/5b5235	80063	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT70R3D4)	COMPLETED	0	2023-04-24 04:02:13.078	3m 5s	22s	136.5%	6.9 MB	220.9 MB	2.4 GB	5.5 KB
918	ae/cab703	80065	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT7005R1D3)	COMPLETED	0	2023-04-24 04:02:18.278	3m	1s	22.6%	4.7 MB	11.7 MB	837.7 KB	9.4 KB
959	9b/e7d00f	80064	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (3270R3D3)	COMPLETED	0	2023-04-24 04:02:18.076	3m 45s	56s	120.7%	7.8 MB	222 MB	1.2 GB	141.1 KB
966	ef/0ecee8	80066	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (3270R4D3)	COMPLETED	0	2023-04-24 04:02:28.193	3m 35s	44s	119.2%	7.8 MB	222.4 MB	945.9 MB	129.4 KB
910	22/c791e3	80067	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WTG0R4D4)	COMPLETED	0	2023-04-24 04:02:33.077	3m 35s	0ms	27.3%	4.7 MB	11.7 MB	602.3 KB	9.4 KB
948	61/7a9836	80061	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WTG0R4D3)	COMPLETED	0	2023-04-24 04:01:58.076	4m 20s	1m 29s	122.2%	7.9 MB	222.2 MB	1.9 GB	125.6 KB
994	38/661328	80068	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (3270R1D4)	COMPLETED	0	2023-04-24 04:02:33.272	3m 55s	17s	136.7%	6.9 MB	220.9 MB	1.8 GB	5.5 KB
949	46/d6c0b5	80071	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (32G0R1D3)	COMPLETED	0	2023-04-24 04:02:38.302	4m 10s	19s	137.9%	6.9 MB	220.9 MB	2.1 GB	5.5 KB
988	4d/8a2c1e	80072	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT7005R1D4)	COMPLETED	0	2023-04-24 04:02:38.590	4m 19s	13s	137.6%	6.9 MB	220.9 MB	1.4 GB	5.5 KB
962	c7/96452b	80073	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT70R4D3)	COMPLETED	0	2023-04-24 04:02:53.085	4m 15s	9s	136.6%	6.9 MB	220.9 MB	1012.1 MB	5.5 KB
942	67/a5a0b6	80074	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT701R1D4)	COMPLETED	0	2023-04-24 04:02:53.278	4m 20s	1s	31.3%	4.7 MB	11.7 MB	907.9 KB	9.4 KB
963	a2/e16ac5	80070	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT7005R4D4)	COMPLETED	0	2023-04-24 04:02:38.083	4m 55s	1m 12s	122.5%	7.8 MB	222.4 MB	1.6 GB	212 KB
931	29/e94283	80069	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT70R1D3)	COMPLETED	0	2023-04-24 04:02:33.473	5m 25s	1m 45s	121.8%	7.8 MB	222.4 MB	2.2 GB	206.1 KB
953	c6/56f150	80076	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT70R4D3)	COMPLETED	0	2023-04-24 04:02:58.079	5m 20s	46s	121.4%	7.8 MB	222.4 MB	1012.1 MB	171.9 KB
925	66/3e8d55	80077	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WTG0R4D4)	COMPLETED	0	2023-04-24 04:03:03.087	5m 15s	19s	138.5%	6.9 MB	220.9 MB	2.1 GB	5.5 KB
926	87/941ed4	80079	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (3270R1D3)	COMPLETED	0	2023-04-24 04:03:13.092	5m 5s	0ms	38.7%	4.7 MB	11.7 MB	797.8 KB	9.4 KB
975	fd/c5e6b8	80075	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT7005R1D4)	COMPLETED	0	2023-04-24 04:02:53.473	5m 30s	1m 9s	121.7%	7.8 MB	222 MB	1.4 GB	139.7 KB
904	5e/6b0eb2	80080	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (32701R4D4)	COMPLETED	0	2023-04-24 04:03:23.080	5m	0ms	38.9%	3.2 MB	5.4 MB	584.8 KB	9.3 KB
937	8b/510fe7	80078	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT7005R1D3)	COMPLETED	0	2023-04-24 04:03:03.275	5m 35s	19s	137.0%	6.9 MB	220.9 MB	2 GB	5.5 KB
903	ee/607f5b	80083	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (32G0R4D4)	COMPLETED	0	2023-04-24 04:04:48.276	3m 50s	0ms	33.7%	4.7 MB	11.7 MB	520.3 KB	9.4 KB
979	e4/b4e0cd	80081	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WTG0R3D3)	COMPLETED	0	2023-04-24 04:04:28.095	4m 15s	23s	138.5%	6.9 MB	220.9 MB	2.5 GB	5.5 KB
933	88/d085fa	80082	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT7005R4D3)	COMPLETED	0	2023-04-24 04:04:48.087	3m 55s	20s	121.1%	7.8 MB	222.2 MB	446.3 MB	202.4 KB
990	8e/f25bc3	80084	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (3270R3D4)	COMPLETED	0	2023-04-24 04:04:48.478	4m	10s	136.9%	6.9 MB	220.9 MB	1.1 GB	5.5 KB
905	3d/6a4381	80085	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT701R3D4)	COMPLETED	0	2023-04-24 04:04:53.078	4m 10s	18s	136.8%	6.9 MB	220.9 MB	1.9 GB	5.5 KB
944	4a/e1df8a	80087	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (3270R1D3)	COMPLETED	0	2023-04-24 04:05:18.098	3m 50s	18s	137.2%	6.9 MB	220.9 MB	1.9 GB	5.5 KB
954	81/3a6459	80089	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (32G0R1D4)	COMPLETED	0	2023-04-24 04:06:04.074	3m 4s	0ms	45.1%	4.7 MB	11.7 MB	323 KB	9.3 KB
985	97/cfdaa6	80090	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT7005R4D4)	COMPLETED	0	2023-04-24 04:06:05.103	3m 3s	0ms	51.5%	4.7 MB	11.7 MB	936.3 KB	9.3 KB
1004	ad/d468c7	80091	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (32701R3D4)	COMPLETED	0	2023-04-24 04:06:08.143	3m 15s	13s	98.8%	37.8 MB	64.2 MB	754.5 MB	49.7 MB
965	94/a1e190	80092	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT701R4D4)	COMPLETED	0	2023-04-24 04:06:18.150	3m 10s	0ms	52.5%	4.7 MB	11.7 MB	557.9 KB	9.3 KB
955	78/db4ecf	80093	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (32G0R1D4)	COMPLETED	0	2023-04-24 04:06:28.147	3m	3s	143.0%	6.8 MB	220.9 MB	288.7 MB	5.5 KB
921	bb/9c12df	80088	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (32701R4D4)	COMPLETED	0	2023-04-24 04:05:18.275	5m	1m 12s	121.1%	7.9 MB	222.4 MB	1.5 GB	127.9 KB
967	36/7d5bdd	80086	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WTG0R3D3)	COMPLETED	0	2023-04-24 04:05:08.083	5m 30s	1m 54s	122.2%	7.8 MB	222.2 MB	2.5 GB	129 KB
991	b7/bfb5e3	80096	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WTG0R3D3)	COMPLETED	0	2023-04-24 04:07:08.151	3m 35s	0ms	53.4%	4.7 MB	12 MB	711.7 KB	9.4 KB
960	81/d6dcb1	80097	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WTG0R4D3)	COMPLETED	0	2023-04-24 04:07:13.143	3m 30s	0ms	46.9%	4.7 MB	11.8 MB	614.5 KB	9.4 KB
943	6c/b70444	80094	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WTG0R1D3)	COMPLETED	0	2023-04-24 04:06:48.153	4m 35s	1m 53s	121.3%	7.8 MB	222.2 MB	2.4 GB	127.6 KB
969	77/aafdeb	80099	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT70R4D3)	COMPLETED	0	2023-04-24 04:07:58.153	3m 30s	1s	56.4%	4.7 MB	11.7 MB	576.5 KB	9.4 KB
913	5e/5ae40b	80100	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (WT70R1D3)	COMPLETED	0	2023-04-24 04:08:18.145	3m 10s	0ms	42.7%	4.7 MB	11.7 MB	917.4 KB	9.4 KB
898	fd/2899dc	80101	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WT70R3D3)	COMPLETED	0	2023-04-24 04:08:18.382	3m 30s	20s	138.3%	6.9 MB	220.9 MB	2.2 GB	5.5 KB
986	72/558984	80102	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (32G0R3D4)	COMPLETED	0	2023-04-24 04:08:18.554	3m 49s	20s	138.2%	6.9 MB	220.9 MB	2.2 GB	5.5 KB
924	7c/0912b3	80098	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (32G0R4D3)	COMPLETED	0	2023-04-24 04:07:33.155	4m 40s	1m 28s	121.0%	7.8 MB	222 MB	1.8 GB	123.1 KB
956	0b/ed6842	80095	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (32701R1D4)	COMPLETED	0	2023-04-24 04:06:58.142	5m 25s	1m 58s	122.0%	7.8 MB	222.2 MB	2.5 GB	135.8 KB
974	7b/ace71d	80105	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (32701R1D4)	COMPLETED	0	2023-04-24 04:08:38.155	3m 45s	1s	42.8%	4.7 MB	11.7 MB	875.6 KB	9.4 KB
964	3a/6db7ba	80106	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (32701R1D4)	COMPLETED	0	2023-04-24 04:08:38.340	4m 10s	23s	139.1%	6.9 MB	220.9 MB	2.5 GB	5.5 KB
920	47/973b6e	80104	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (32G0R4D4)	COMPLETED	0	2023-04-24 04:08:23.340	5m	1m 12s	121.3%	7.8 MB	222 MB	1.5 GB	124.7 KB
957	6a/03d567	80108	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (WTG0R4D3)	COMPLETED	0	2023-04-24 04:08:43.341	5m	17s	138.3%	6.9 MB	220.9 MB	1.9 GB	5.5 KB
999	d5/0b3154	80109	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (3270R3D4)	COMPLETED	0	2023-04-24 04:08:48.145	4m 55s	0ms	45.2%	4.7 MB	11.8 MB	570.2 KB	9.3 KB
971	17/e27fc6	80110	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (3270R3D3)	COMPLETED	0	2023-04-24 04:09:03.148	4m 55s	11s	138.7%	6.9 MB	220.9 MB	1.2 GB	5.5 KB
901	48/9ee30b	80103	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT7005R3D4)	COMPLETED	0	2023-04-24 04:08:23.145	6m	2m 12s	127.1%	7.8 MB	222.2 MB	2.8 GB	131.1 KB
934	cc/983f41	80107	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (WT7005R1D3)	COMPLETED	0	2023-04-24 04:08:43.141	5m 40s	1m 35s	121.6%	7.8 MB	222.2 MB	2 GB	144.3 KB
996	d7/058290	80112	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (32G0R3D4)	COMPLETED	0	2023-04-24 04:09:08.376	5m 15s	0ms	46.7%	4.7 MB	11.7 MB	648.3 KB	9.4 KB
