gene_id	chromosome	start	end	width	source	type	score	phase	transcript_id
jgi|Aurli1|41138|fgenesh1_pg.34_#_2	scaffold_34	4716	5393	678	prediction	transcript	NA	NA	mRNA_14238
jgi|Aurli1|48797|fgenesh1_kg.34_#_1_#_isotig09949	scaffold_34	6234	6969	736	prediction	transcript	NA	NA	mRNA_14239
jgi|Aurli1|41140|fgenesh1_pg.34_#_4	scaffold_34	7056	8960	1905	prediction	transcript	NA	NA	mRNA_14240
jgi|Aurli1|151775|estExt_Genemark1.C_340007	scaffold_34	9027	9651	625	prediction	transcript	NA	NA	mRNA_14241
jgi|Aurli1|142931|estExt_fgenesh1_kg.C_340002	scaffold_34	9811	10312	502	prediction	transcript	NA	NA	mRNA_14242
jgi|Aurli1|12971|gm1.12971_g	scaffold_34	10542	10853	312	prediction	transcript	NA	NA	mRNA_14243
jgi|Aurli1|12972|gm1.12972_g	scaffold_34	10915	12363	1449	prediction	transcript	NA	NA	mRNA_14244
jgi|Aurli1|41143|fgenesh1_pg.34_#_7	scaffold_34	12593	13126	534	prediction	transcript	NA	NA	mRNA_14245
jgi|Aurli1|151777|estExt_Genemark1.C_340011	scaffold_34	13387	14556	1170	prediction	transcript	NA	NA	mRNA_14246
jgi|Aurli1|41145|fgenesh1_pg.34_#_9	scaffold_34	15629	17326	1698	prediction	transcript	NA	NA	mRNA_14247
jgi|Aurli1|41146|fgenesh1_pg.34_#_10	scaffold_34	18101	19561	1461	prediction	transcript	NA	NA	mRNA_14248
jgi|Aurli1|142932|estExt_fgenesh1_kg.C_340003	scaffold_34	19574	20638	1065	prediction	transcript	NA	NA	mRNA_14249
jgi|Aurli1|151780|estExt_Genemark1.C_340015	scaffold_34	21366	23166	1801	prediction	transcript	NA	NA	mRNA_14250
jgi|Aurli1|41149|fgenesh1_pg.34_#_13	scaffold_34	23499	25842	2344	prediction	transcript	NA	NA	mRNA_14251
jgi|Aurli1|142933|estExt_fgenesh1_kg.C_340004	scaffold_34	25984	26770	787	prediction	transcript	NA	NA	mRNA_14252
jgi|Aurli1|142934|estExt_fgenesh1_kg.C_340005	scaffold_34	26866	27317	452	prediction	transcript	NA	NA	mRNA_14253
jgi|Aurli1|135798|estExt_fgenesh1_pg.C_340016	scaffold_34	30876	33032	2157	prediction	transcript	NA	NA	mRNA_14254
jgi|Aurli1|12984|gm1.12984_g	scaffold_34	33170	34174	1005	prediction	transcript	NA	NA	mRNA_14255
jgi|Aurli1|41154|fgenesh1_pg.34_#_18	scaffold_34	34544	34972	429	prediction	transcript	NA	NA	mRNA_14256
jgi|Aurli1|151787|estExt_Genemark1.C_340022	scaffold_34	35027	36688	1662	prediction	transcript	NA	NA	mRNA_14257
jgi|Aurli1|12986|gm1.12986_g	scaffold_34	36984	37430	447	prediction	transcript	NA	NA	mRNA_14258
jgi|Aurli1|12987|gm1.12987_g	scaffold_34	39597	40160	564	prediction	transcript	NA	NA	mRNA_14259
jgi|Aurli1|12988|gm1.12988_g	scaffold_34	40620	41270	651	prediction	transcript	NA	NA	mRNA_14260
jgi|Aurli1|135801|estExt_fgenesh1_pg.C_340022	scaffold_34	41329	44535	3207	prediction	transcript	NA	NA	mRNA_14261
jgi|Aurli1|142935|estExt_fgenesh1_kg.C_340006	scaffold_34	44833	45315	483	prediction	transcript	NA	NA	mRNA_14262
jgi|Aurli1|12991|gm1.12991_g	scaffold_34	45349	46386	1038	prediction	transcript	NA	NA	mRNA_14263
jgi|Aurli1|142936|estExt_fgenesh1_kg.C_340007	scaffold_34	47035	47513	479	prediction	transcript	NA	NA	mRNA_14264
jgi|Aurli1|85988|e_gw1.34.43.1	scaffold_34	47593	48288	696	prediction	transcript	NA	NA	mRNA_14265
jgi|Aurli1|151792|estExt_Genemark1.C_340030	scaffold_34	48480	49603	1124	prediction	transcript	NA	NA	mRNA_14266
jgi|Aurli1|41162|fgenesh1_pg.34_#_26	scaffold_34	50371	50778	408	prediction	transcript	NA	NA	mRNA_14267
jgi|Aurli1|41163|fgenesh1_pg.34_#_27	scaffold_34	52599	54113	1515	prediction	transcript	NA	NA	mRNA_14268
jgi|Aurli1|142937|estExt_fgenesh1_kg.C_340008	scaffold_34	56309	56790	482	prediction	transcript	NA	NA	mRNA_14269
jgi|Aurli1|56755|gw1.34.55.1	scaffold_34	57795	58526	732	prediction	transcript	NA	NA	mRNA_14270
jgi|Aurli1|41166|fgenesh1_pg.34_#_30	scaffold_34	59057	60874	1818	prediction	transcript	NA	NA	mRNA_14271
jgi|Aurli1|86017|e_gw1.34.114.1	scaffold_34	60932	62443	1512	prediction	transcript	NA	NA	mRNA_14272
jgi|Aurli1|12999|gm1.12999_g	scaffold_34	62743	63357	615	prediction	transcript	NA	NA	mRNA_14273
jgi|Aurli1|13000|gm1.13000_g	scaffold_34	63423	64922	1500	prediction	transcript	NA	NA	mRNA_14274
jgi|Aurli1|41170|fgenesh1_pg.34_#_34	scaffold_34	64966	66048	1083	prediction	transcript	NA	NA	mRNA_14275
jgi|Aurli1|142939|estExt_fgenesh1_kg.C_340010	scaffold_34	66112	67073	962	prediction	transcript	NA	NA	mRNA_14276
jgi|Aurli1|41172|fgenesh1_pg.34_#_36	scaffold_34	67303	67899	597	prediction	transcript	NA	NA	mRNA_14277
jgi|Aurli1|151801|estExt_Genemark1.C_340041	scaffold_34	68705	69711	1007	prediction	transcript	NA	NA	mRNA_14278
jgi|Aurli1|41174|fgenesh1_pg.34_#_38	scaffold_34	69871	71055	1185	prediction	transcript	NA	NA	mRNA_14279
jgi|Aurli1|13006|gm1.13006_g	scaffold_34	71140	71679	540	prediction	transcript	NA	NA	mRNA_14280
jgi|Aurli1|151804|estExt_Genemark1.C_340044	scaffold_34	71862	72838	977	prediction	transcript	NA	NA	mRNA_14281
jgi|Aurli1|13008|gm1.13008_g	scaffold_34	72899	73480	582	prediction	transcript	NA	NA	mRNA_14282
jgi|Aurli1|142940|estExt_fgenesh1_kg.C_340011	scaffold_34	73156	74056	901	prediction	transcript	NA	NA	mRNA_14283
jgi|Aurli1|41178|fgenesh1_pg.34_#_42	scaffold_34	74447	76225	1779	prediction	transcript	NA	NA	mRNA_14284
jgi|Aurli1|13011|gm1.13011_g	scaffold_34	76351	76949	599	prediction	transcript	NA	NA	mRNA_14285
jgi|Aurli1|135820|estExt_fgenesh1_pg.C_340043	scaffold_34	76981	77687	707	prediction	transcript	NA	NA	mRNA_14286
jgi|Aurli1|41180|fgenesh1_pg.34_#_44	scaffold_34	77816	78637	822	prediction	transcript	NA	NA	mRNA_14287
jgi|Aurli1|41181|fgenesh1_pg.34_#_45	scaffold_34	78739	79446	708	prediction	transcript	NA	NA	mRNA_14288
jgi|Aurli1|41182|fgenesh1_pg.34_#_46	scaffold_34	79829	80353	525	prediction	transcript	NA	NA	mRNA_14289
jgi|Aurli1|41183|fgenesh1_pg.34_#_47	scaffold_34	80468	81763	1296	prediction	transcript	NA	NA	mRNA_14290
jgi|Aurli1|48809|fgenesh1_kg.34_#_13_#_isotig09415	scaffold_34	82792	83595	804	prediction	transcript	NA	NA	mRNA_14291
jgi|Aurli1|151814|estExt_Genemark1.C_340055	scaffold_34	84796	85672	877	prediction	transcript	NA	NA	mRNA_14292
jgi|Aurli1|142943|estExt_fgenesh1_kg.C_340014	scaffold_34	85768	86515	748	prediction	transcript	NA	NA	mRNA_14293
jgi|Aurli1|13020|gm1.13020_g	scaffold_34	86662	87237	576	prediction	transcript	NA	NA	mRNA_14294
jgi|Aurli1|13021|gm1.13021_g	scaffold_34	88398	89000	603	prediction	transcript	NA	NA	mRNA_14295
jgi|Aurli1|13022|gm1.13022_g	scaffold_34	89169	89828	660	prediction	transcript	NA	NA	mRNA_14296
jgi|Aurli1|13023|gm1.13023_g	scaffold_34	90144	91184	1041	prediction	transcript	NA	NA	mRNA_14297
jgi|Aurli1|13024|gm1.13024_g	scaffold_34	91237	91710	474	prediction	transcript	NA	NA	mRNA_14298
jgi|Aurli1|13025|gm1.13025_g	scaffold_34	91807	93057	1251	prediction	transcript	NA	NA	mRNA_14299
jgi|Aurli1|151818|estExt_Genemark1.C_340063	scaffold_34	93088	94801	1714	prediction	transcript	NA	NA	mRNA_14300
jgi|Aurli1|135830|estExt_fgenesh1_pg.C_340058	scaffold_34	95130	96389	1260	prediction	transcript	NA	NA	mRNA_14301
jgi|Aurli1|48811|fgenesh1_kg.34_#_15_#_isotig06253	scaffold_34	96754	98134	1381	prediction	transcript	NA	NA	mRNA_14302
jgi|Aurli1|41196|fgenesh1_pg.34_#_60	scaffold_34	98269	100863	2595	prediction	transcript	NA	NA	mRNA_14303
jgi|Aurli1|135833|estExt_fgenesh1_pg.C_340061	scaffold_34	100925	101905	981	prediction	transcript	NA	NA	mRNA_14304
jgi|Aurli1|13030|gm1.13030_g	scaffold_34	102283	102591	309	prediction	transcript	NA	NA	mRNA_14305
jgi|Aurli1|13031|gm1.13031_g	scaffold_34	102769	103227	459	prediction	transcript	NA	NA	mRNA_14306
jgi|Aurli1|41199|fgenesh1_pg.34_#_63	scaffold_34	103310	103898	589	prediction	transcript	NA	NA	mRNA_14307
jgi|Aurli1|48812|fgenesh1_kg.34_#_16_#_isotig08698	scaffold_34	104467	105382	916	prediction	transcript	NA	NA	mRNA_14308
jgi|Aurli1|41201|fgenesh1_pg.34_#_65	scaffold_34	105458	106090	633	prediction	transcript	NA	NA	mRNA_14309
jgi|Aurli1|142946|estExt_fgenesh1_kg.C_340017	scaffold_34	107462	108311	850	prediction	transcript	NA	NA	mRNA_14310
jgi|Aurli1|41203|fgenesh1_pg.34_#_67	scaffold_34	108358	108897	540	prediction	transcript	NA	NA	mRNA_14311
jgi|Aurli1|142947|estExt_fgenesh1_kg.C_340018	scaffold_34	109737	110435	699	prediction	transcript	NA	NA	mRNA_14312
jgi|Aurli1|142948|estExt_fgenesh1_kg.C_340019	scaffold_34	110948	111570	623	prediction	transcript	NA	NA	mRNA_14313
jgi|Aurli1|48815|fgenesh1_kg.34_#_19_#_isotig10938	scaffold_34	110948	111570	623	prediction	transcript	NA	NA	mRNA_14314
jgi|Aurli1|58941|gw1.34.68.1	scaffold_34	111468	112838	1371	prediction	transcript	NA	NA	mRNA_14315
jgi|Aurli1|113265|estExt_Genewise1Plus.C_340022	scaffold_34	113962	116935	2974	prediction	transcript	NA	NA	mRNA_14316
jgi|Aurli1|135839|estExt_fgenesh1_pg.C_340070	scaffold_34	117153	119741	2589	prediction	transcript	NA	NA	mRNA_14317
jgi|Aurli1|13040|gm1.13040_g	scaffold_34	120188	123286	3099	prediction	transcript	NA	NA	mRNA_14318
jgi|Aurli1|13041|gm1.13041_g	scaffold_34	124161	125264	1104	prediction	transcript	NA	NA	mRNA_14319
jgi|Aurli1|41209|fgenesh1_pg.34_#_73	scaffold_34	125858	128312	2455	prediction	transcript	NA	NA	mRNA_14320
jgi|Aurli1|13044|gm1.13044_g	scaffold_34	131229	132254	1026	prediction	transcript	NA	NA	mRNA_14321
jgi|Aurli1|142950|estExt_fgenesh1_kg.C_340021	scaffold_34	132301	136227	3927	prediction	transcript	NA	NA	mRNA_14322
jgi|Aurli1|13046|gm1.13046_g	scaffold_34	138501	139931	1431	prediction	transcript	NA	NA	mRNA_14323
jgi|Aurli1|13047|gm1.13047_g	scaffold_34	139996	142308	2313	prediction	transcript	NA	NA	mRNA_14324
jgi|Aurli1|41213|fgenesh1_pg.34_#_77	scaffold_34	142539	143509	971	prediction	transcript	NA	NA	mRNA_14325
jgi|Aurli1|151837|estExt_Genemark1.C_340086	scaffold_34	143576	145079	1504	prediction	transcript	NA	NA	mRNA_14326
jgi|Aurli1|13050|gm1.13050_g	scaffold_34	144663	145247	585	prediction	transcript	NA	NA	mRNA_14327
jgi|Aurli1|41215|fgenesh1_pg.34_#_79	scaffold_34	145314	145715	402	prediction	transcript	NA	NA	mRNA_14328
jgi|Aurli1|48818|fgenesh1_kg.34_#_22_#_isotig13116	scaffold_34	146583	147040	458	prediction	transcript	NA	NA	mRNA_14329
jgi|Aurli1|135849|estExt_fgenesh1_pg.C_340081	scaffold_34	150413	151791	1379	prediction	transcript	NA	NA	mRNA_14330
jgi|Aurli1|13054|gm1.13054_g	scaffold_34	153085	154962	1878	prediction	transcript	NA	NA	mRNA_14331
jgi|Aurli1|13055|gm1.13055_g	scaffold_34	157478	158155	678	prediction	transcript	NA	NA	mRNA_14332
jgi|Aurli1|151842|estExt_Genemark1.C_340093	scaffold_34	158346	160375	2030	prediction	transcript	NA	NA	mRNA_14333
jgi|Aurli1|13057|gm1.13057_g	scaffold_34	160465	160875	411	prediction	transcript	NA	NA	mRNA_14334
jgi|Aurli1|13058|gm1.13058_g	scaffold_34	164014	164811	798	prediction	transcript	NA	NA	mRNA_14335
jgi|Aurli1|13059|gm1.13059_g	scaffold_34	164898	165758	861	prediction	transcript	NA	NA	mRNA_14336
jgi|Aurli1|13060|gm1.13060_g	scaffold_34	166000	166800	801	prediction	transcript	NA	NA	mRNA_14337
jgi|Aurli1|142952|estExt_fgenesh1_kg.C_340023	scaffold_34	167139	168335	1197	prediction	transcript	NA	NA	mRNA_14338
jgi|Aurli1|41223|fgenesh1_pg.34_#_87	scaffold_34	168521	170551	2031	prediction	transcript	NA	NA	mRNA_14339
jgi|Aurli1|135855|estExt_fgenesh1_pg.C_340088	scaffold_34	171016	173019	2004	prediction	transcript	NA	NA	mRNA_14340
jgi|Aurli1|13064|gm1.13064_g	scaffold_34	173132	176269	3138	prediction	transcript	NA	NA	mRNA_14341
jgi|Aurli1|142953|estExt_fgenesh1_kg.C_340024	scaffold_34	176495	177938	1444	prediction	transcript	NA	NA	mRNA_14342
jgi|Aurli1|142954|estExt_fgenesh1_kg.C_340025	scaffold_34	178509	179297	789	prediction	transcript	NA	NA	mRNA_14343
jgi|Aurli1|151852|estExt_Genemark1.C_340104	scaffold_34	179311	180810	1500	prediction	transcript	NA	NA	mRNA_14344
jgi|Aurli1|41229|fgenesh1_pg.34_#_93	scaffold_34	180972	182882	1911	prediction	transcript	NA	NA	mRNA_14345
jgi|Aurli1|53495|gw1.34.34.1	scaffold_34	184502	184996	495	prediction	transcript	NA	NA	mRNA_14346
jgi|Aurli1|86033|e_gw1.34.92.1	scaffold_34	186473	186685	213	prediction	transcript	NA	NA	mRNA_14347
jgi|Aurli1|86035|e_gw1.34.91.1	scaffold_34	186713	186913	201	prediction	transcript	NA	NA	mRNA_14348
jgi|Aurli1|151855|estExt_Genemark1.C_340109	scaffold_34	188284	189321	1038	prediction	transcript	NA	NA	mRNA_14349
jgi|Aurli1|151856|estExt_Genemark1.C_340110	scaffold_34	189491	190251	761	prediction	transcript	NA	NA	mRNA_14350
jgi|Aurli1|13074|gm1.13074_g	scaffold_34	190027	190524	498	prediction	transcript	NA	NA	mRNA_14351
jgi|Aurli1|48825|fgenesh1_kg.34_#_29_#_isotig01440	scaffold_34	191287	192311	1025	prediction	transcript	NA	NA	mRNA_14352
jgi|Aurli1|41235|fgenesh1_pg.34_#_99	scaffold_34	192470	193390	921	prediction	transcript	NA	NA	mRNA_14353
jgi|Aurli1|48826|fgenesh1_kg.34_#_30_#_isotig09283	scaffold_34	193788	194609	822	prediction	transcript	NA	NA	mRNA_14354
jgi|Aurli1|142960|estExt_fgenesh1_kg.C_340031	scaffold_34	195780	196539	760	prediction	transcript	NA	NA	mRNA_14355
jgi|Aurli1|135867|estExt_fgenesh1_pg.C_340102	scaffold_34	196655	198389	1735	prediction	transcript	NA	NA	mRNA_14356
jgi|Aurli1|142962|estExt_fgenesh1_kg.C_340033	scaffold_34	198519	199719	1201	prediction	transcript	NA	NA	mRNA_14357
jgi|Aurli1|86003|e_gw1.34.85.1	scaffold_34	201665	202015	351	prediction	transcript	NA	NA	mRNA_14358
jgi|Aurli1|13082|gm1.13082_g	scaffold_34	202055	202450	396	prediction	transcript	NA	NA	mRNA_14359
jgi|Aurli1|13083|gm1.13083_g	scaffold_34	202760	203182	423	prediction	transcript	NA	NA	mRNA_14360
jgi|Aurli1|151865|estExt_Genemark1.C_340121	scaffold_34	203300	206596	3297	prediction	transcript	NA	NA	mRNA_14361
jgi|Aurli1|151866|estExt_Genemark1.C_340122	scaffold_34	206647	207909	1263	prediction	transcript	NA	NA	mRNA_14362
jgi|Aurli1|41243|fgenesh1_pg.34_#_107	scaffold_34	207931	209553	1623	prediction	transcript	NA	NA	mRNA_14363
jgi|Aurli1|48830|fgenesh1_kg.34_#_34_#_isotig03029	scaffold_34	209698	212316	2619	prediction	transcript	NA	NA	mRNA_14364
jgi|Aurli1|13088|gm1.13088_g	scaffold_34	212382	212765	384	prediction	transcript	NA	NA	mRNA_14365
jgi|Aurli1|142964|estExt_fgenesh1_kg.C_340035	scaffold_34	212810	213273	464	prediction	transcript	NA	NA	mRNA_14366
jgi|Aurli1|142965|estExt_fgenesh1_kg.C_340036	scaffold_34	213294	214558	1265	prediction	transcript	NA	NA	mRNA_14367
jgi|Aurli1|13091|gm1.13091_g	scaffold_34	214575	214901	327	prediction	transcript	NA	NA	mRNA_14368
jgi|Aurli1|13092|gm1.13092_g	scaffold_34	214999	216048	1050	prediction	transcript	NA	NA	mRNA_14369
jgi|Aurli1|41248|fgenesh1_pg.34_#_112	scaffold_34	216069	217703	1635	prediction	transcript	NA	NA	mRNA_14370
jgi|Aurli1|59456|gw1.34.74.1	scaffold_34	218230	218988	759	prediction	transcript	NA	NA	mRNA_14371
jgi|Aurli1|48833|fgenesh1_kg.34_#_37_#_isotig05727	scaffold_34	219680	221188	1509	prediction	transcript	NA	NA	mRNA_14372
jgi|Aurli1|55414|gw1.34.42.1	scaffold_34	222481	222819	339	prediction	transcript	NA	NA	mRNA_14373
jgi|Aurli1|50525|gw1.34.10.1	scaffold_34	224188	224607	420	prediction	transcript	NA	NA	mRNA_14374
jgi|Aurli1|85998|e_gw1.34.9.1	scaffold_34	224956	225366	411	prediction	transcript	NA	NA	mRNA_14375
jgi|Aurli1|151876|estExt_Genemark1.C_340136	scaffold_34	225479	227167	1689	prediction	transcript	NA	NA	mRNA_14376
jgi|Aurli1|13100|gm1.13100_g	scaffold_34	227987	229084	1098	prediction	transcript	NA	NA	mRNA_14377
jgi|Aurli1|48835|fgenesh1_kg.34_#_39_#_isotig05491	scaffold_34	229209	230784	1576	prediction	transcript	NA	NA	mRNA_14378
jgi|Aurli1|41256|fgenesh1_pg.34_#_120	scaffold_34	230384	230794	411	prediction	transcript	NA	NA	mRNA_14379
jgi|Aurli1|142969|estExt_fgenesh1_kg.C_340040	scaffold_34	231041	232972	1932	prediction	transcript	NA	NA	mRNA_14380
jgi|Aurli1|135886|estExt_fgenesh1_pg.C_340122	scaffold_34	232994	235183	2190	prediction	transcript	NA	NA	mRNA_14381
jgi|Aurli1|13104|gm1.13104_g	scaffold_34	235355	237109	1755	prediction	transcript	NA	NA	mRNA_14382
jgi|Aurli1|13105|gm1.13105_g	scaffold_34	237231	238346	1116	prediction	transcript	NA	NA	mRNA_14383
jgi|Aurli1|48838|fgenesh1_kg.34_#_42_#_isotig04458	scaffold_34	238496	240402	1907	prediction	transcript	NA	NA	mRNA_14384
jgi|Aurli1|13107|gm1.13107_g	scaffold_34	240433	242283	1851	prediction	transcript	NA	NA	mRNA_14385
jgi|Aurli1|41261|fgenesh1_pg.34_#_125	scaffold_34	242348	244087	1740	prediction	transcript	NA	NA	mRNA_14386
jgi|Aurli1|41262|fgenesh1_pg.34_#_126	scaffold_34	245753	246931	1179	prediction	transcript	NA	NA	mRNA_14387
jgi|Aurli1|41263|fgenesh1_pg.34_#_127	scaffold_34	248528	250447	1920	prediction	transcript	NA	NA	mRNA_14388
jgi|Aurli1|135891|estExt_fgenesh1_pg.C_340128	scaffold_34	250529	252280	1752	prediction	transcript	NA	NA	mRNA_14389
jgi|Aurli1|41265|fgenesh1_pg.34_#_129	scaffold_34	252832	260032	7201	prediction	transcript	NA	NA	mRNA_14390
jgi|Aurli1|41266|fgenesh1_pg.34_#_130	scaffold_34	260225	262219	1995	prediction	transcript	NA	NA	mRNA_14391
jgi|Aurli1|41267|fgenesh1_pg.34_#_131	scaffold_34	265182	266441	1260	prediction	transcript	NA	NA	mRNA_14392
jgi|Aurli1|41268|fgenesh1_pg.34_#_132	scaffold_34	266910	267771	862	prediction	transcript	NA	NA	mRNA_14393
jgi|Aurli1|142974|estExt_fgenesh1_kg.C_340046	scaffold_34	270241	271156	916	prediction	transcript	NA	NA	mRNA_14394
jgi|Aurli1|135896|estExt_fgenesh1_pg.C_340133	scaffold_34	271891	272754	864	prediction	transcript	NA	NA	mRNA_14395
jgi|Aurli1|135897|estExt_fgenesh1_pg.C_340134	scaffold_34	273112	276069	2958	prediction	transcript	NA	NA	mRNA_14396
jgi|Aurli1|13122|gm1.13122_g	scaffold_34	276110	276607	498	prediction	transcript	NA	NA	mRNA_14397
jgi|Aurli1|48843|fgenesh1_kg.34_#_47_#_isotig09313	scaffold_34	276708	277525	818	prediction	transcript	NA	NA	mRNA_14398
jgi|Aurli1|13124|gm1.13124_g	scaffold_34	277784	279865	2082	prediction	transcript	NA	NA	mRNA_14399
jgi|Aurli1|51216|gw1.34.17.1	scaffold_34	279996	280475	480	prediction	transcript	NA	NA	mRNA_14400
jgi|Aurli1|41274|fgenesh1_pg.34_#_138	scaffold_34	280602	282704	2103	prediction	transcript	NA	NA	mRNA_14401
jgi|Aurli1|120601|fgenesh1_pm.34_#_42	scaffold_34	282809	283603	795	prediction	transcript	NA	NA	mRNA_14402
jgi|Aurli1|13128|gm1.13128_g	scaffold_34	283622	284800	1179	prediction	transcript	NA	NA	mRNA_14403
jgi|Aurli1|13129|gm1.13129_g	scaffold_34	285069	285581	513	prediction	transcript	NA	NA	mRNA_14404
jgi|Aurli1|135901|estExt_fgenesh1_pg.C_340139	scaffold_34	285654	286851	1198	prediction	transcript	NA	NA	mRNA_14405
jgi|Aurli1|13131|gm1.13131_g	scaffold_34	287174	289552	2379	prediction	transcript	NA	NA	mRNA_14406
jgi|Aurli1|41278|fgenesh1_pg.34_#_142	scaffold_34	289587	290783	1197	prediction	transcript	NA	NA	mRNA_14407
jgi|Aurli1|41279|fgenesh1_pg.34_#_143	scaffold_34	290965	291528	564	prediction	transcript	NA	NA	mRNA_14408
jgi|Aurli1|151902|estExt_Genemark1.C_340171	scaffold_34	291603	292709	1107	prediction	transcript	NA	NA	mRNA_14409
jgi|Aurli1|48845|fgenesh1_kg.34_#_49_#_isotig06896	scaffold_34	292731	293973	1243	prediction	transcript	NA	NA	mRNA_14410
jgi|Aurli1|48848|fgenesh1_kg.34_#_52_#_isotig00287	scaffold_34	295322	297347	2026	prediction	transcript	NA	NA	mRNA_14411
jgi|Aurli1|151905|estExt_Genemark1.C_350001	scaffold_35	1282	5753	4472	prediction	transcript	NA	NA	mRNA_14412
jgi|Aurli1|13138|gm1.13138_g	scaffold_35	10075	12752	2678	prediction	transcript	NA	NA	mRNA_14413
jgi|Aurli1|13139|gm1.13139_g	scaffold_35	17310	19727	2418	prediction	transcript	NA	NA	mRNA_14414
jgi|Aurli1|62366|gw1.35.67.1	scaffold_35	19724	20326	603	prediction	transcript	NA	NA	mRNA_14415
jgi|Aurli1|41284|fgenesh1_pg.35_#_3	scaffold_35	20478	23003	2526	prediction	transcript	NA	NA	mRNA_14416
jgi|Aurli1|41285|fgenesh1_pg.35_#_4	scaffold_35	24762	25754	993	prediction	transcript	NA	NA	mRNA_14417
jgi|Aurli1|86136|e_gw1.35.7.1	scaffold_35	26120	26314	195	prediction	transcript	NA	NA	mRNA_14418
jgi|Aurli1|13144|gm1.13144_g	scaffold_35	28129	31166	3038	prediction	transcript	NA	NA	mRNA_14419
jgi|Aurli1|13146|gm1.13146_g	scaffold_35	36027	36587	561	prediction	transcript	NA	NA	mRNA_14420
jgi|Aurli1|86162|e_gw1.35.56.1	scaffold_35	37071	37631	561	prediction	transcript	NA	NA	mRNA_14421
jgi|Aurli1|41291|fgenesh1_pg.35_#_10	scaffold_35	38631	39239	609	prediction	transcript	NA	NA	mRNA_14422
jgi|Aurli1|13150|gm1.13150_g	scaffold_35	39334	39699	366	prediction	transcript	NA	NA	mRNA_14423
jgi|Aurli1|41292|fgenesh1_pg.35_#_11	scaffold_35	40618	41226	609	prediction	transcript	NA	NA	mRNA_14424
jgi|Aurli1|49713|gw1.35.4.1	scaffold_35	42020	43330	1311	prediction	transcript	NA	NA	mRNA_14425
jgi|Aurli1|135907|estExt_fgenesh1_pg.C_350013	scaffold_35	44235	45930	1696	prediction	transcript	NA	NA	mRNA_14426
jgi|Aurli1|41295|fgenesh1_pg.35_#_14	scaffold_35	46294	47679	1386	prediction	transcript	NA	NA	mRNA_14427
jgi|Aurli1|142983|estExt_fgenesh1_kg.C_350002	scaffold_35	47886	48763	878	prediction	transcript	NA	NA	mRNA_14428
jgi|Aurli1|41297|fgenesh1_pg.35_#_16	scaffold_35	48755	51082	2328	prediction	transcript	NA	NA	mRNA_14429
jgi|Aurli1|41298|fgenesh1_pg.35_#_17	scaffold_35	51186	52832	1647	prediction	transcript	NA	NA	mRNA_14430
jgi|Aurli1|41299|fgenesh1_pg.35_#_18	scaffold_35	53525	54637	1113	prediction	transcript	NA	NA	mRNA_14431
jgi|Aurli1|13160|gm1.13160_g	scaffold_35	54702	55478	777	prediction	transcript	NA	NA	mRNA_14432
jgi|Aurli1|13161|gm1.13161_g	scaffold_35	55515	56690	1176	prediction	transcript	NA	NA	mRNA_14433
jgi|Aurli1|13162|gm1.13162_g	scaffold_35	56865	60365	3501	prediction	transcript	NA	NA	mRNA_14434
jgi|Aurli1|54339|gw1.35.32.1	scaffold_35	60738	61865	1128	prediction	transcript	NA	NA	mRNA_14435
jgi|Aurli1|41303|fgenesh1_pg.35_#_22	scaffold_35	62060	62890	831	prediction	transcript	NA	NA	mRNA_14436
jgi|Aurli1|13165|gm1.13165_g	scaffold_35	63196	65595	2400	prediction	transcript	NA	NA	mRNA_14437
jgi|Aurli1|41305|fgenesh1_pg.35_#_24	scaffold_35	67629	69371	1743	prediction	transcript	NA	NA	mRNA_14438
jgi|Aurli1|86110|e_gw1.35.5.1	scaffold_35	69440	69988	549	prediction	transcript	NA	NA	mRNA_14439
jgi|Aurli1|13167|gm1.13167_g	scaffold_35	69975	70637	663	prediction	transcript	NA	NA	mRNA_14440
jgi|Aurli1|13168|gm1.13168_g	scaffold_35	70762	71892	1131	prediction	transcript	NA	NA	mRNA_14441
jgi|Aurli1|13169|gm1.13169_g	scaffold_35	71952	72539	588	prediction	transcript	NA	NA	mRNA_14442
jgi|Aurli1|41307|fgenesh1_pg.35_#_26	scaffold_35	73620	74254	635	prediction	transcript	NA	NA	mRNA_14443
jgi|Aurli1|13171|gm1.13171_g	scaffold_35	74590	75414	825	prediction	transcript	NA	NA	mRNA_14444
jgi|Aurli1|13172|gm1.13172_g	scaffold_35	75444	75920	477	prediction	transcript	NA	NA	mRNA_14445
jgi|Aurli1|13173|gm1.13173_g	scaffold_35	76183	76671	489	prediction	transcript	NA	NA	mRNA_14446
jgi|Aurli1|13174|gm1.13174_g	scaffold_35	76896	77246	351	prediction	transcript	NA	NA	mRNA_14447
jgi|Aurli1|41310|fgenesh1_pg.35_#_29	scaffold_35	77470	79899	2430	prediction	transcript	NA	NA	mRNA_14448
jgi|Aurli1|41311|fgenesh1_pg.35_#_30	scaffold_35	79952	80551	600	prediction	transcript	NA	NA	mRNA_14449
jgi|Aurli1|13177|gm1.13177_g	scaffold_35	80615	80977	363	prediction	transcript	NA	NA	mRNA_14450
jgi|Aurli1|13178|gm1.13178_g	scaffold_35	81009	82004	996	prediction	transcript	NA	NA	mRNA_14451
jgi|Aurli1|13179|gm1.13179_g	scaffold_35	82089	82545	457	prediction	transcript	NA	NA	mRNA_14452
